path,text to play,options,description
audio/en/rtrc/system/0.wav,0
audio/en/rtrc/system/1.wav,1
audio/en/rtrc/system/2.wav,2
audio/en/rtrc/system/3.wav,3
audio/en/rtrc/system/4.wav,4
audio/en/rtrc/system/5.wav,5
audio/en/rtrc/system/6.wav,6
audio/en/rtrc/system/7.wav,7
audio/en/rtrc/system/8.wav,8
audio/en/rtrc/system/9.wav,9
audio/en/rtrc/system/10.wav,10
audio/en/rtrc/system/11.wav,11
audio/en/rtrc/system/12.wav,12
audio/en/rtrc/system/13.wav,13
audio/en/rtrc/system/14.wav,14
audio/en/rtrc/system/15.wav,15
audio/en/rtrc/system/16.wav,16
audio/en/rtrc/system/17.wav,17
audio/en/rtrc/system/18.wav,18
audio/en/rtrc/system/19.wav,19
audio/en/rtrc/system/20.wav,20
audio/en/rtrc/system/21.wav,21
audio/en/rtrc/system/22.wav,22
audio/en/rtrc/system/23.wav,23
audio/en/rtrc/system/24.wav,24
audio/en/rtrc/system/25.wav,25
audio/en/rtrc/system/26.wav,26
audio/en/rtrc/system/27.wav,27
audio/en/rtrc/system/28.wav,28
audio/en/rtrc/system/29.wav,29
audio/en/rtrc/system/30.wav,30
audio/en/rtrc/system/31.wav,31
audio/en/rtrc/system/32.wav,32
audio/en/rtrc/system/33.wav,33
audio/en/rtrc/system/34.wav,34
audio/en/rtrc/system/35.wav,35
audio/en/rtrc/system/36.wav,36
audio/en/rtrc/system/37.wav,37
audio/en/rtrc/system/38.wav,38
audio/en/rtrc/system/39.wav,39
audio/en/rtrc/system/40.wav,40
audio/en/rtrc/system/41.wav,41
audio/en/rtrc/system/42.wav,42
audio/en/rtrc/system/43.wav,43
audio/en/rtrc/system/44.wav,44
audio/en/rtrc/system/45.wav,45
audio/en/rtrc/system/46.wav,46
audio/en/rtrc/system/47.wav,47
audio/en/rtrc/system/48.wav,48
audio/en/rtrc/system/49.wav,49
audio/en/rtrc/system/50.wav,50
audio/en/rtrc/system/51.wav,51
audio/en/rtrc/system/52.wav,52
audio/en/rtrc/system/53.wav,53
audio/en/rtrc/system/54.wav,54
audio/en/rtrc/system/55.wav,55
audio/en/rtrc/system/56.wav,56
audio/en/rtrc/system/57.wav,57
audio/en/rtrc/system/58.wav,58
audio/en/rtrc/system/59.wav,59
audio/en/rtrc/system/60.wav,60
audio/en/rtrc/system/61.wav,61
audio/en/rtrc/system/62.wav,62
audio/en/rtrc/system/63.wav,63
audio/en/rtrc/system/64.wav,64
audio/en/rtrc/system/65.wav,65
audio/en/rtrc/system/66.wav,66
audio/en/rtrc/system/67.wav,67
audio/en/rtrc/system/68.wav,68
